state,city,street,zip,lat,long
SC,Monetta,252 Melissa Rapids Suite 944,29105,33.8084,-81.5956
SC,New Ellenton,979 Stewart Lake,29809,33.413000000000004,-81.69
SC,North Augusta,38352 Parrish Road Apt. 652,29860,33.6028,-81.9748
SC,Prosperity,21178 Brittney Locks,29127,34.1832,-81.5324
SC,Ridge Spring,0467 Jerry Pines Apt. 640,29129,33.8714,-81.6559
SC,Scotia,180 Graves Shore,29939,32.6786,-81.2455
SC,West Columbia,5745 Blair Locks,29170,33.9568,-81.1405
SC,Winnsboro,00378 Sarah Burgs Suite 106,29180,34.381,-81.109
SD,Barnard,526 Stacy Walks,57426,45.7205,-98.5534
SD,Belle Fourche,8030 Walker Heights,57717,44.6723,-103.8396
SD,Deadwood,062 Poole Hollow Apt. 815,57732,44.3566,-103.6999
SD,Ferney,2306 Clark Ranch Suite 515,57439,45.32899999999999,-98.0837
SD,Fulton,954 Reyes Ways,57340,43.7588,-97.8712
SD,Hurley,22084 Smith Roads Suite 776,57036,43.2893,-97.1904
SD,Manderson,42933 Ryan Underpass,57756,43.3526,-102.5411
SD,Mc Intosh,7452 Browning Port,57641,45.7084,-101.1546
SD,Spencer,350 Stacy Glens,57374,43.7557,-97.5936
TN,Apison,957 Miller Falls,37302,35.0149,-85.0164
TN,Benton,446 Daniel View Suite 663,37307,35.173,-84.6544
TN,Bethel Springs,62934 Maria Cliffs Suite 350,38315,35.2289,-88.64399999999999
TN,Chattanooga,7065 Whitney Mountains,37411,35.0271,-85.2356
TN,Clarksville,21326 Taylor Squares Suite 708,37040,36.522,-87.34899999999999
TN,Grand Junction,495 Fisher Throughway,38039,35.0659,-89.1534
TN,Heiskell,2123 Jonathan Falls Suite 753,37754,36.115,-84.0438
TN,Kingsport,71309 Martinez Stravenue,37663,36.4715,-82.4834
TN,Knoxville,57256 Raymond Ports,37932,35.9335,-84.1481
TN,Mountain City,16220 Joseph Point Suite 096,37683,36.4657,-81.814
TN,Murfreesboro,319 Wendy Fort Suite 179,37132,35.8596,-86.421
TN,Oakland,83690 Nicholas Ports Apt. 846,38060,35.2229,-89.5518
TN,Old Hickory,053 Kim Valley Suite 928,37138,36.2416,-86.6117
TN,Powell,7421 Serrano Lane Apt. 580,37849,36.0435,-84.04
TN,Slayden,098 Stewart Hill,37165,36.2835,-87.4581
TN,Tiptonville,39787 Pamela Fall Suite 639,38079,36.3846,-89.4649
TN,Wartburg,20788 Johnson Crest,37887,36.1016,-84.5652
TX,Aledo,1626 Susan Course,76008,32.7004,-97.6039
TX,Altair,9734 Beard Fields Suite 885,77412,29.6047,-96.5249
TX,Beasley,2064 Tyler Fork,77417,29.479,-95.9681
TX,Blooming Grove,6602 Ortiz Pine Apt. 179,76626,32.0758,-96.701
TX,Bynum,1233 Sutton Road Suite 701,76631,31.9907,-96.9837
TX,Camden,21810 James Mall,75934,30.9,-94.7547
TX,Cleveland,3522 Park Wells Suite 528,77327,30.33,-95.0202
TX,Coleman,0537 Margaret Common Suite 526,76834,31.8287,-99.427
TX,Cross Plains,172 Paula Inlet Apt. 650,76443,32.1482,-99.1872
TX,Dallas,4440 George Mills Suite 591,75210,32.7699,-96.743
TX,Dallas,543 Mindy Oval,75246,32.7948,-96.7697
TX,Dallas,7377 Walton Extensions Apt. 979,75236,32.69,-96.9177
TX,Dallas,79019 Taylor Cliffs,75238,32.876999999999995,-96.708
TX,Dallas,8152 Brittany Centers,75218,32.8463,-96.6972
TX,Dell City,6027 Scott Meadows Suite 494,79837,31.924,-105.2099
TX,Desdemona,933 Martin Rapids,76445,32.2819,-98.5673
TX,El Paso,23656 Harris Gardens Suite 698,79906,31.8092,-106.4247
TX,Falls City,44089 Carrie Crossing Suite 954,78113,28.9814,-98.0156
TX,Gainesville,980 Smith Gardens,76240,33.6547,-97.1583
TX,Granbury,731 Watson Spring,76048,32.425,-97.7742
TX,Grandview,03030 White Lakes,76050,32.2779,-97.2351
TX,Harper,50614 Kevin Point,78631,30.2816,-99.241
TX,Hedley,1004 Willis Pass,79237,34.8698,-100.6806
TX,Holliday,4725 Hurst Curve Apt. 634,76366,33.6751,-98.6576
TX,Houston,300 Hodge Loaf,77027,29.7396,-95.446
TX,Houston,589 Matthew Brooks,77026,29.7972,-95.3288
TX,Houston,789 Herring Manors,77007,29.7736,-95.4034
TX,Houston,837 Kimberly Turnpike,77038,29.9196,-95.4386
TX,Humble,383 Contreras Hills Suite 658,77338,30.0041,-95.2825
TX,Karnack,6638 Lucero Mill Suite 952,75661,32.6205,-94.2
TX,Keller,715 Courtney Pike Suite 932,76248,32.9276,-97.2489
TX,Kilgore,686 Linda Rest,75662,32.3836,-94.8653
TX,Lake Jackson,572 Davis Mountains,77566,29.0393,-95.4401
TX,Laredo,242 Brian Mountain,78040,27.5155,-99.4986
TX,Leonard,117 Natasha Vista Suite 936,75452,33.4044,-96.2238
TX,Lockhart,1206 Juan Fort Suite 424,78644,29.8868,-97.6769
TX,Lolita,133 Alyssa Plains,77971,28.7724,-96.4793
TX,Lorenzo,3512 Knight Center,79343,33.6666,-101.5277
TX,Lubbock,574 Patricia Extensions,79413,33.5466,-101.8871
TX,Marathon,3047 Jeff Place,79842,30.1886,-103.2214
TX,May,759 Erin Mount Suite 956,76857,31.9571,-98.9656
TX,Meridian,554 Mcdonald Valley Apt. 539,76665,31.929,-97.6443
TX,Nazareth,941 Adam Stravenue,79063,34.5444,-102.1069
TX,New Waverly,659 Nicole Cove Suite 560,77358,30.5354,-95.4532
TX,Notrees,63542 Luna Brook Apt. 012,79759,31.8599,-102.7413
TX,O Brien,9412 Harris Mews,79539,33.3749,-99.8473
TX,Pecos,28925 Powell Mountains Apt. 762,79772,31.4467,-103.5791
TX,Prairie Hill,7921 Robert Port Suite 343,76678,31.6591,-96.8094
TX,Purmela,25036 Contreras Turnpike Suite 270,76566,31.4841,-97.9903
TX,Quanah,082 Hernandez Bypass Apt. 886,79252,34.2956,-99.7494
TX,Ratcliff,68276 Matthew Springs,75858,31.3833,-95.0619
TX,Roma,3531 Hamilton Highway,78584,26.4215,-99.0025
TX,Rule,682 Mills Way Apt. 814,79548,33.0771,-99.959
TX,Sachse,01892 Patricia Vista Apt. 828,75048,32.9643,-96.6012
TX,San Angelo,815 Heather Divide Apt. 965,76905,31.4647,-100.39
TX,San Antonio,27954 Hall Mill Suite 575,78208,29.44,-98.459
TX,San Antonio,4130 Tiffany Glen Apt. 562,78248,29.5894,-98.5201
TX,San Antonio,5939 Garcia Forges Suite 297,78214,29.3641,-98.4924
TX,Sherman,67210 Lori Creek,75092,33.6372,-96.6184
TX,Spring,575 Chapman Union,77379,30.0377,-95.5326
TX,Sterling City,14601 Downs Skyway Apt. 440,76951,31.8351,-101.0017
TX,Summerfield,94975 David Mews Apt. 316,79085,34.7437,-102.5064
TX,Thrall,5395 Colon Burgs Suite 037,76578,30.592,-97.2893
TX,Trenton,6014 Thomas Throughway,75490,33.4235,-96.3398
TX,Tyler,63991 Destiny Rue Apt. 651,75703,32.2768,-95.3031
TX,Zavalla,169 Shelia Knoll Suite 753,75980,31.1569,-94.3871
UT,Altonah,3638 Marsh Union,84002,40.3207,-110.436
UT,American Fork,0107 Clements Point,84003,40.3928,-111.7941
UT,Hatch,162 Jessica Row Apt. 072,84735,37.7175,-112.4777
UT,Mendon,1683 Davidson Freeway,84325,41.71,-111.9817
UT,Moab,8738 Richard Brooks,84532,38.5677,-109.5271
UT,Thompson,320 Nicholson Orchard,84540,38.9999,-109.615
UT,Woods Cross,77127 Paul Station Apt. 495,84087,40.8874,-111.9027
VA,Alexandria,826 Benjamin Stravenue,22311,38.832,-77.12
VA,Arlington,1499 Michael Rue,22213,38.8954,-77.1633
VA,Atlantic,8850 Jessica Center,23303,37.9073,-75.5089
VA,Basye,8851 Reese Neck,22810,38.8089,-78.7776
VA,Burke,793 Hooper Tunnel Suite 154,22015,38.7894,-77.2818
VA,Catawba,1980 Vasquez Manors Apt. 574,24070,37.3696,-80.1284
VA,Damascus,2674 Bentley Radial,24236,36.6403,-81.7776
VA,Doe Hill,408 Bradley Rest,24433,38.4207,-79.4629
VA,Drakes Branch,3861 Anderson Ramp Apt. 536,23937,36.9688,-78.5615
VA,Edinburg,231 Flores Pass Suite 720,22824,38.8432,-78.6003
VA,Etlan,433 John Heights Apt. 849,22719,38.5095,-78.2638
VA,Falls Church,1984 Taylor Island Suite 836,22046,38.8856,-77.1802
VA,Ford,77872 Andrea Glen Apt. 543,23850,37.1349,-77.7364
VA,Glade Spring,371 Anthony Trail Suite 354,24340,36.7779,-81.7676
VA,Greenbush,295 Page Creek Suite 181,23357,37.7681,-75.6664
VA,Hampton,257 Victor Stravenue,23666,37.0462,-76.4096
VA,Hopewell,1007 Colton Forks,23860,37.2876,-77.295
VA,Lebanon,137 Adam Dale,24266,36.8809,-82.0956
VA,Manquin,334 Adam Mountains Apt. 868,23106,37.7184,-77.186
VA,Mineral,89871 Woodard Spring Suite 714,23117,37.9986,-77.8781
VA,Norfolk,3437 Ross Flat Apt. 592,23523,36.8294,-76.2701
VA,Oakton,4716 Tracy Bridge,22124,38.8852,-77.3233
VA,Ruckersville,1166 Castillo Mountains,22968,38.2586,-78.4074
VA,Springfield,6385 Donald Square Suite 429,22151,38.8029,-77.2116
VA,Timberville,16744 Campbell Wall Apt. 372,22853,38.6476,-78.7717
VT,Brandon,974 Cindy Stream,5733,43.8065,-73.0882
VT,Graniteville,25887 Martin Inlet,5654,44.1554,-72.4847
VT,Hinesburg,29606 Martinez Views Suite 653,5461,44.3346,-73.098
VT,South Hero,997 Cameron Meadow Apt. 980,5486,44.64,-73.3113
VT,South Londonderry,50843 Vincent Mission,5155,43.1699,-72.8515
VT,West Hartford,2161 Blankenship Freeway,5084,43.7185,-72.4439
WA,Ashford,43075 Cohen Shoals,98304,46.7531,-121.9898
WA,Burbank,144 Evans Islands Apt. 683,99323,46.1966,-118.9017
WA,Burlington,194 Goodman Fall Apt. 569,98233,48.4786,-122.3345
WA,Colton,79209 Gary Dale,99113,46.5901,-117.1692
WA,Conway,7202 Jeffrey Mills,98238,48.34,-122.3456
WA,Coulee Dam,755 Moses Harbor,99116,48.0379,-118.9419
WA,Issaquah,000 Jennifer Mills,98027,47.4974,-122.0107
WA,Monitor,53142 Katrina Roads Suite 889,98836,47.4852,-120.4158
WA,Orient,43039 Riley Greens Suite 393,99160,48.8878,-118.2105
WA,Seattle,0947 Kelly Courts,98105,47.6633,-122.3022
WA,Tekoa,0110 Ashley Forest,99033,47.2271,-117.0819
WA,Vancouver,517 Vasquez Lodge,98665,45.6892,-122.6616
WI,Adams,4470 Jillian Courts,53910,43.8967,-89.8219
WI,Bagley,982 Melissa Lock,53801,42.9207,-91.0685
WI,Benton,619 Jeremy Garden Apt. 681,53803,42.5545,-90.3508
WI,Boyd,047 Kevin Haven,54726,44.9437,-91.0294
WI,Brookfield,554 Harrell Ferry Suite 533,53045,43.0668,-88.1469
WI,Bryant,862 Anderson Highway,54418,45.203,-88.9983
WI,Cazenovia,949 Smith Parkway,53924,43.4987,-90.2796
WI,Dalton,00821 Joanna Meadow,53926,43.6718,-89.1918
WI,East Troy,401 Escobar Port,53120,42.8035,-88.4092
WI,Greendale,927 Cummings Manor Suite 318,53129,42.9373,-87.9943
WI,Hewitt,220 Frank Gardens,54441,44.6437,-90.1031
WI,Marshall,5560 Arnold Port Suite 880,53559,43.1636,-89.0753
WI,Milwaukee,464 Newman Crossroad,53228,42.9676,-88.0434
WI,New Franken,4742 Alexandria Mountain,54229,44.5592,-87.8235
WI,New Holstein,7188 Melissa Crest Apt. 151,53061,43.9446,-88.0911
WI,North Prairie,35440 Ryan Islands,53153,42.9385,-88.395
WI,Oconto Falls,586 Thomas Cliffs,54154,44.8755,-88.1555
WI,Saxon,70761 Fitzpatrick Brooks Suite 631,54559,46.4959,-90.4383
WI,Seneca,5364 William Harbor,54654,43.2064,-90.9405
WI,Tomahawk,181 Moreno Light Apt. 215,54487,45.4963,-89.7273
WI,Waukau,254 Webster Harbor,54980,43.9886,-88.7712
WI,Waukesha,7683 Natasha Way Apt. 945,53186,42.9993,-88.2196
WI,Waupaca,5572 Kelly Plains Apt. 952,54981,44.3481,-89.1101
WI,Winter,195 Murray Overpass Apt. 384,54896,45.8327,-91.0144
WI,Wittenberg,184 Miller Manors,54499,44.8232,-89.1665
WV,Cass,411 Laurie Fords,24927,38.388000000000005,-79.9906
WV,Center Point,4529 Cannon Alley,26339,39.4125,-80.6352
WV,Comfort,343 Hannah Parkway,25049,38.1372,-81.5962
WV,Daniels,50932 Neal Valley,25832,37.7256,-81.1087
WV,Henderson,4938 Hatfield Course,25106,38.8265,-82.1364
WV,Hurricane,1943 Dennis Inlet Suite 145,25526,38.4257,-81.9943
WV,Moundsville,77663 Colleen Freeway,26041,39.9148,-80.73100000000001
WV,Premier,5554 Mack Meadows,24878,37.3752,-81.6539
WV,Ronceverte,32301 Albert River Suite 364,24970,37.7418,-80.4626
WV,Shenandoah Junction,43576 Kristina Islands,25442,39.3716,-77.8229
WV,Tallmansville,4215 Miranda Field Suite 326,26237,38.8564,-80.158
WV,Thomas,2870 Bean Terrace Apt. 756,26292,39.1505,-79.503
WV,Union,43809 Kenneth Circles Suite 152,24983,37.5802,-80.5248
WV,White Sulphur Springs,825 Martinez Springs Apt. 625,24986,37.7827,-80.3129
WV,Winfield,3603 Mitchell Court,25213,38.5072,-81.89
WY,Alva,40178 Lisa Mission,82711,44.6873,-104.4414
WY,Fort Washakie,45654 Hess Rest,82514,43.0048,-108.8964
WY,Fort Washakie,9886 Anita Drive,82514,43.0048,-108.8964
WY,Freedom,7483 Navarro Flats,83120,43.0172,-111.0292
WY,Jelm,5517 Stacy Land,82063,41.0539,-106.0763
WY,Lagrange,8619 Lisa Manors Apt. 871,82221,41.6423,-104.1974
WY,Laramie,9870 Collins Flat,82072,41.4247,-105.4781
WY,Lonetree,529 Joshua Knoll Apt. 511,82936,41.0552,-110.1603
WY,Manville,2027 Snyder Track,82227,42.73,-104.7024
WY,Riverton,748 Bryan Fields Suite 935,82501,43.0351,-108.2024
WY,Rock Springs,05050 Rogers Well Apt. 439,82901,41.606,-109.23
WY,Yellowstone National Park,376 Brown Courts,82190,44.7957,-110.6137
